Stofnaam	CAS-nummer	EG-nummer	Aquo-code	SIKB-id	Categorie	Compartiment	Norm	Waarde	Eenheid	Normwaardestatus.code	Normwaardestatus.omschrijving	Achtergrondconcentratie.code	Achtergrondconcentratie.omschrijving	Toelichtende voetnoot 1	Toelichtende voetnoot 2	Toelichtende voetnoot 3	Toelichtende voetnoot 4	Norm.code	Norm.omschrijving	Normsubgroup.code	Normsubgroup.omschrijving	Compartiment.code	Compartiment.omschrijving	Compartimentsubgroep.code	Compartimentsubgroep.omschrijving	Grootheid.code	Grootheid.omschrijving	Hoedanigheid.code	Hoedanigheid.omschrijving	Waardebewerkingsmethode.code 	Waardebewerkingsmethode.omschrijving	Geldigheid.begindatum	Geldigheid.einddatum	
trichloorfon	52-68-6	200-149-3	TClfn	1601	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,65		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
trichloorfon	52-68-6	200-149-3	TClfn	1601	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	1	ng/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
trichloorfon	52-68-6	200-149-3	TClfn	1601	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)			NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Niet afgeleid, geen/onvoldoende gegevens.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
trichloorfon	52-68-6	200-149-3	TClfn	1601	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	1	ng/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
trichloormethaan	67-66-3	200-663-8	TClC1a	1711	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,88		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
trichloormethaan	67-66-3	200-663-8	TClC1a	1711	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	2,5	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
trichloormethaan	67-66-3	200-663-8	TClC1a	1711	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)			NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Niet van toepassing				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
trichloornaftaleen	1321-65-9	215-321-3	TClNaf	5198	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	4,77E-03	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trichloortrimethylbenzeen	5324-68-5		135TCl246TC1	5208	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,034	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trichloronaat	327-98-0	206-326-1	TClnt	1800	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	3e-006	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triclocarban	101-20-2	202-924-1	Tccbn	5189	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	6,40E-04	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triclopyr	55335-06-3	259-597-3	Tcpr	2450	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triclopyr-butoxyethylester	64700-56-7	265-024-8	TcpC4OxC2yEs	4811	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,52	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tricyclazool	41814-78-2	255-559-5	Tcczl	4805	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,47	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trietazine	1912-26-1	217-618-3	Tetzne	1605	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triethyl fosfaat	78-40-0	201-114-5	TC2yPO4	1609	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	1600	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triethyl fosfaat	78-40-0	201-114-5	TC2yPO4	1609	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	1600	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
triethylcitraat	77-93-0	201-070-7	TC2ycitt	4793	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	45	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
triethyleentetramine	112-24-3	203-950-6	TC2yeT4Ae	4794	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,08	mg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trifenylfosfaat	115-86-6	204-112-2	TFyPO4	4848	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	0,16	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trifenylfosfaat	115-86-6	204-112-2	TFyPO4	4848	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	0,17	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
trifenylfosfine	603-35-0	210-036-0	Tfyffne	5197	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	3,33E-03	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trifenyltin (kation)	668-34-8	694-821-7			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,00024	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Waarde geldt voor de som van trifenyltinacetaat, trifenyltinchloride en fentinhydroxide.				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
trifenyltin (kation)	668-34-8	694-821-7			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	0,49	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Waarde geldt voor de som van trifenyltinacetaat, trifenyltinchloride en fentinhydroxide.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
trifenyltin (kation)	668-34-8	694-821-7			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	0,00023	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Waarde geldt voor de som van trifenyltinacetaat, trifenyltinchloride en fentinhydroxide.				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
trifenyltin (kation)	668-34-8	694-821-7			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	0,47	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Waarde geldt voor de som van trifenyltinacetaat, trifenyltinchloride en fentinhydroxide.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
trifloxystrobine	141517-21-7	604-237-6	Tfxsbn	4846	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	0,27	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
trifloxystrobine	141517-21-7	604-237-6	Tfxsbn	4846	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	0,81	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
triflumizool	68694-11-1		Tfmzl	4841	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	2,9	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
triflumizool	68694-11-1		Tfmzl	4841	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	57	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
triflumuron	64628-44-0	264-980-3	Tfmrn	4840	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,00064	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trifluorjoodmethaan	2314-97-8	219-014-5	TFIC1a	5194	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,03E-03	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trifluraline	1582-09-8	216-428-8	Tfrlne	1612	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	3,00		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
trifluraline	1582-09-8	216-428-8	Tfrlne	1612	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,03	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	datum van realisatie van de milieukwaliteitseis: 22 december 2015 				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
trifluraline	1582-09-8	216-428-8	Tfrlne	1612	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)			NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie	Niet van toepassing				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
triflusulfuron-methyl	126535-15-7		TfsfrnC1y	4844	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,74		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
triflusulfuron-methyl	126535-15-7		TfsfrnC1y	4844	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	0,13	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
triflusulfuron-methyl	126535-15-7		TfsfrnC1y	4844	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	0,28	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
triforine	26644-46-2	247-872-0	Tfrne	4843	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,6	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trimethylammoniumchloride	593-81-7	209-810-0	TC1yNH4Cl	4789	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	0,012	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trimethylbenzenen	25551-13-7	247-099-9			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trimethyldihydroquinoline	26780-96-1	500-051-3			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trinatrium nitrilotriacetaat	5064-31-3	225-768-6			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	9,3E+02	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
trinexapac-ethyl	95266-40-3		TnxpcC2y	4878	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	1,6	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tris(2-butoxyethyl) fosfaat	78-51-3	201-122-9	tris2C4oxC2y	4894	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	13	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tris(2-butoxyethyl) fosfaat	78-51-3	201-122-9	tris2C4oxC2y	4894	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	13	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
tris(2-ethylhexyl)fosfaat	78-42-2	201-116-6	tris2C2yC6yP	4893	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)			BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Geen norm afgeleid wegens gebrek aan gegevens				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tris(2-ethylhexyl)fosfaat	78-42-2	201-116-6	tris2C2yC6yP	4893	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)			BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Geen norm afgeleid wegens gebrek aan gegevens				MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tris(2-methylpropyl)fosfaat	126-71-6	204-798-3	TiC4yPO4	1585	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	11	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tris(2-methylpropyl)fosfaat	126-71-6	204-798-3	TiC4yPO4	1585	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	11	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
tris(methylfenyl)fosfaat	1330-78-5	809-930-9	TcsPO4	4813	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	0,032	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tris(methylfenyl)fosfaat	1330-78-5	809-930-9	TcsPO4	4813	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	0,033	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
triton X-100	9002-93-1	618-344-0	tritx100	5076	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,1	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
tritosulfuron	142469-14-5		tritsfrn	4897	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (opgelost)	0,75	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
tritosulfuron	142469-14-5		tritsfrn	4897	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief JG-MKN (totaal)	0,75	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
